	reference	query	distance	pvalue	matching-hashes	percentage
2599	QCMG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2600	QCMH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2601	QCMI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2602	QCMJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2603	QCMK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2604	QCML01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2605	QCMM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2606	QCNA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2607	QCNB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2608	QCNC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2609	QCND01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2610	QCNE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2611	QCNF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2612	QCNG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2613	QCNH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2614	QCNI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2639	QCPG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2593	QCMA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2640	QCPH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2642	QCPJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2668	QCQS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2669	QCQT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2670	QCQU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2671	QCQV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2672	QCQW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2673	QCQX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2674	QCQY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2675	QCQZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2676	QCRA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2667	QCQR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2677	QCRB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2679	QCRD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2680	QCRE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2681	QCRF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2682	QCRG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2683	QCRH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2684	QCRI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2685	QCRJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2686	QCRK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2687	QCRL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2678	QCRC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2666	QCQQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2665	QCQP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2664	QCQO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2643	QCPK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2644	QCPL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2645	QCPM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2646	QCPN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2647	QCPO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2648	QCPP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2649	QCPQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2650	QCPR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2651	QCPU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2652	QCPV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2653	QCPW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2654	QCPX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2655	QCPY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2656	QCQG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2657	QCQH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2658	QCQI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2659	QCQJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2660	QCQK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2661	QCQL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2662	QCQM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2663	QCQN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2641	QCPI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2592	QCLZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2591	QCLY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2590	QCLX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2519	QCIK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2520	QCIL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2521	QCIM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2522	QCIN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2523	QCIO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2524	QCIP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2525	QCIQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2526	QCIR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2527	QCIS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2518	QCIJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2528	QCIT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2530	QCIV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2531	QCIW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2532	QCIX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2533	QCIY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2535	QCJA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2536	QCJB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2537	QCJC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2538	QCJG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2539	QCJH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2529	QCIU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2517	QCII01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2516	QCIH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2515	QCIG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2493	QCHK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2494	QCHL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2495	QCHM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2496	QCHN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2497	QCHO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2498	QCHP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2499	QCHQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2500	QCHR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2501	QCHS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2502	QCHT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2504	QCHV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2505	QCHW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2506	QCHX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2507	QCHY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2508	QCHZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2509	QCIA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2510	QCIB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2511	QCIC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2512	QCID01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2513	QCIE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2514	QCIF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2540	QCJI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2541	QCJJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2542	QCJK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2543	QCJL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2569	QCKL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2570	QCKM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2571	QCKN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2572	QCKO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2573	QCKY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2574	QCKZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2575	QCLA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2576	QCLB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2577	QCLC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2578	QCLD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2579	QCLE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2580	QCLF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2581	QCLG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2582	QCLH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2583	QCLI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2584	QCLR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2585	QCLS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2586	QCLT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2587	QCLU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2588	QCLV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2589	QCLW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2568	QCKK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2294	QBWR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2567	QCKJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2565	QCKH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2544	QCJM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2545	QCJN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2546	QCJO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2547	QCJP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2548	QCJQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2549	QCJR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2550	QCJS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2551	QCJT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2552	QCJU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2553	QCJV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2554	QCJW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2555	QCJX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2556	QCJY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2557	QCJZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2558	QCKA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2559	QCKB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2560	QCKC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2561	QCKD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2562	QCKE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2563	QCKF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2564	QCKG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2566	QCKI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1646	JAEMTP01_Gemmataceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1555	JADOES01_Leptothoe	./CENA71.fasta	1.0	1.0	0/1000	0.0
1644	JAEMTN01_Acidimicrobiia	./CENA71.fasta	1.0	1.0	0/1000	0.0
510	CACMQW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
511	CACMRI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
512	CACMSA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
513	CACMSM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
514	CACMTC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
515	CACMTE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
516	CACMTJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
517	CACMTS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
509	CACMOD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
518	CACMUV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
520	CACMYI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
521	CACMZV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
522	CACNAG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
523	CACNAI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
524	CACNAS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
525	CACNCC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
526	CACNCF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
527	CACNDQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
519	CACMXO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
508	CACMNZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
507	CACMLO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
506	CACMLG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
487	CACLTA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
488	CACLUB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
489	CACLUD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
490	CACLUE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
491	CACLWO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
492	CACLXQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
493	CACLYB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
494	CACLYD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
495	CACLYT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
496	CACLYZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
497	CACMAP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
498	CACMAV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
499	CACMBG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
500	CACMCA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
501	CACMDI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
502	CACMDN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
503	CACMDV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
504	CACMJF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
505	CACMKY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
528	CACNEE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
529	CACNFQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
530	CACNFR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
531	CACNGR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
556	CACOAY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
557	CACOBU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
558	CACOCO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
559	CACOCT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
560	CACOER01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
561	CACOEX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
562	CACOFD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
563	CACOFK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
564	CACOFO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
565	CACOFR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
566	CACOHO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
567	CACOIJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
568	CACOIM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
569	CACOIV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
570	CACOIW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
571	CACOIZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
572	CACOMD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
573	CACOPF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
574	CACOQT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
555	CACOAN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
486	CACLRT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
554	CACOAG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
552	CACNWH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
532	CACNJU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
533	CACNJX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
534	CACNMD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
535	CACNMF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
536	CACNMX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
537	CACNNF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
538	CACNPL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
539	CACNQB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
540	CACNQI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
541	CACNQS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
542	CACNQT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
543	CACNSB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
544	CACNSF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
545	CACNSG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
546	CACNSV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
547	CACNUB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
548	CACNUL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
549	CACNVU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
551	CACNWG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
553	CACNYU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
485	CACLRA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
484	CACLQU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
483	CACLQL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
417	CACJOV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
418	CACJOW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
419	CACJOZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
420	CACJPB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
421	CACJQY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
422	CACJSF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
423	CACJTA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
424	CACJTI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
425	CACJUL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
426	CACJVD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
427	CACJVV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
428	CACJWO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
429	CACJYM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
430	CACJYO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
431	CACJZI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
432	CACKAH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
433	CACKBB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
434	CACKBW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
435	CACKEF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
416	CACJNU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
436	CACKEW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
415	CACJKR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
413	CACJFL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
394	CACIIM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
395	CACIIQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
396	CACILY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
397	CACINK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
398	CACINL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
399	CACINM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
400	CACIRS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
401	CACITH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
402	CACIUY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
403	CACIVI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
404	CACIWI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
405	CACIYC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
406	CACIYG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
407	CACJAC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
408	CACJBP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
409	CACJCK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
410	CACJDX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
411	CACJEA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
412	CACJFG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
414	CACJJC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
575	CACOXH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
437	CACKFN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
439	CACKFT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
463	CACKZL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
464	CACKZX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
465	CACKZZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
466	CACLAH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
467	CACLAV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
468	CACLBR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
469	CACLBT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
470	CACLCE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
471	CACLCP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
472	CACLCS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
473	CACLDO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
474	CACLET01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
475	CACLFP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
476	CACLFQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
477	CACLGH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
478	CACLGP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
479	CACLGR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
481	CACLPH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
482	CACLPT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
